Field_Name,Time_Stamp,CO2_ppm,Nitrate_ppm,pH,Temp_C,Moisture_pct,Microbial_Health_Score
Field-D,2025-12-14 20:22,377,10.4,7.4,24.2,47.5,2.5 (Very Poor)
Field-F,2025-11-30 01:28,1027,5.7,5.8,26.6,41.9,5.8 (Fair)
Field-J,2025-12-08 04:38,716,3.5,7.7,22.4,48.9,3.8 (Poor)
Field-B,2025-12-07 10:45,1028,9.4,6.3,18.3,32.5,7.4 (Good)
Field-H,2025-12-11 16:43,610,3.4,6.8,19.1,51.0,3.7 (Poor)
Field-C,2025-11-22 22:31,1116,2.2,5.4,26.1,30.5,4.9 (Fair)
Field-B,2025-11-30 17:36,902,3.0,6.1,21.9,36.5,4.9 (Fair)
Field-H,2025-12-12 19:06,976,3.7,5.0,18.2,35.6,5.2 (Fair)
Field-H,2025-11-20 23:44,891,18.4,4.9,22.3,47.1,7.6 (Good)
Field-F,2025-12-01 03:55,544,15.7,5.5,20.5,47.7,5.2 (Fair)
Field-C,2025-11-24 06:41,860,19.3,6.3,19.8,44.6,8.7 (Excellent)
Field-F,2025-11-22 09:46,1110,26.0,7.1,25.2,34.7,9.9 (Excellent)
Field-A,2025-11-20 17:14,717,10.9,5.3,25.8,49.4,4.8 (Fair)
Field-E,2025-12-02 16:37,386,20.0,5.5,20.8,48.1,5.3 (Fair)
Field-G,2025-12-11 17:01,616,22.2,4.9,19.0,50.1,6.7 (Good)
Field-I,2025-12-19 23:43,746,7.1,5.0,22.2,31.9,4.2 (Poor)
Field-C,2025-12-09 05:58,1137,26.9,7.7,19.2,33.7,9.9 (Excellent)
Field-H,2025-11-21 10:48,406,8.0,4.9,26.9,41.3,2.5 (Very Poor)
Field-A,2025-11-27 14:44,1058,10.8,6.1,27.6,36.3,7.5 (Good)
Field-F,2025-11-30 09:47,420,4.5,6.2,21.1,37.7,2.9 (Very Poor)
Field-J,2025-12-06 23:05,880,8.8,6.6,21.1,37.3,6.3 (Fair)
Field-B,2025-11-23 11:21,789,23.9,5.2,20.3,31.0,8.2 (Good)
Field-A,2025-11-30 10:00,1097,13.6,7.5,20.8,33.7,7.8 (Good)
Field-H,2025-11-21 19:35,950,22.4,6.9,24.3,39.1,9.4 (Excellent)
Field-I,2025-12-17 03:26,614,6.9,6.3,24.4,46.3,4.8 (Fair)
Field-A,2025-12-20 02:27,998,8.1,5.1,19.5,27.0,5.8 (Fair)
Field-D,2025-11-23 03:35,1047,12.0,5.1,19.7,30.6,6.3 (Fair)
Field-D,2025-12-18 16:29,1012,2.1,6.1,26.7,29.8,5.4 (Fair)
Field-C,2025-11-29 03:23,613,11.4,5.2,21.4,37.8,4.7 (Fair)
Field-D,2025-11-24 15:21,750,9.5,6.3,24.3,44.9,5.8 (Fair)
Field-F,2025-12-10 12:24,484,14.9,6.0,26.8,40.1,5.3 (Fair)
Field-C,2025-12-05 04:45,943,4.0,7.2,21.3,50.4,5.7 (Fair)
Field-J,2025-12-08 08:53,697,16.8,5.5,25.6,47.6,6.1 (Fair)
Field-C,2025-12-14 14:50,968,3.9,6.9,24.8,26.1,6.1 (Fair)
Field-A,2025-12-10 17:55,1015,8.9,6.7,21.8,36.1,7.7 (Good)
Field-D,2025-12-14 13:30,800,6.1,7.6,22.2,38.4,4.7 (Fair)
Field-J,2025-11-26 08:28,440,10.0,6.9,25.2,28.0,4.8 (Fair)
Field-A,2025-12-19 22:06,954,11.0,7.5,20.1,25.3,6.5 (Fair)
Field-H,2025-12-08 08:23,994,28.0,7.5,21.7,26.9,9.7 (Excellent)
Field-A,2025-12-08 08:59,706,22.0,6.4,18.3,33.0,8.5 (Good)
Field-A,2025-12-16 03:22,1056,21.1,6.8,25.2,28.8,9.9 (Excellent)
Field-C,2025-12-13 03:16,690,20.3,6.2,23.2,50.3,7.6 (Good)
Field-G,2025-12-02 13:30,519,12.1,5.1,24.6,32.6,4.4 (Poor)
Field-G,2025-12-06 00:02,834,4.7,4.8,23.2,46.4,4.4 (Poor)
Field-J,2025-12-09 05:01,830,13.5,7.1,18.6,27.8,6.8 (Good)
Field-F,2025-11-28 12:36,458,24.5,6.0,22.3,34.6,7.1 (Good)
Field-C,2025-12-09 18:54,627,9.8,5.6,19.5,29.6,3.8 (Poor)
Field-F,2025-12-13 20:32,623,13.9,6.5,21.1,49.2,6.2 (Fair)
Field-I,2025-12-07 12:25,773,27.0,6.9,26.6,26.7,9.4 (Excellent)
Field-I,2025-12-03 06:56,830,26.3,6.9,20.4,29.1,9.4 (Excellent)
Field-A,2025-12-20 02:33,684,19.6,6.2,27.7,31.7,7.1 (Good)
Field-B,2025-12-16 06:53,713,20.5,6.5,18.8,41.6,8.3 (Good)
Field-F,2025-12-06 18:24,512,21.6,6.7,20.2,40.1,6.9 (Good)
Field-I,2025-11-24 14:50,1104,8.1,5.7,22.1,31.9,6.7 (Good)
Field-I,2025-11-20 09:02,774,14.9,6.6,24.1,37.9,7.0 (Good)
Field-C,2025-12-10 06:42,382,27.1,6.4,26.7,37.5,7.0 (Good)
Field-E,2025-12-13 13:58,1076,11.4,6.5,22.8,35.2,7.7 (Good)
Field-B,2025-11-23 08:07,1086,3.5,7.0,26.4,31.4,6.4 (Fair)
Field-B,2025-12-14 04:54,944,22.3,5.0,20.4,32.8,7.9 (Good)
Field-H,2025-12-17 11:31,699,12.5,6.3,19.7,25.3,6.1 (Fair)
Field-F,2025-12-17 11:37,950,12.6,7.3,18.7,29.7,6.3 (Fair)
Field-I,2025-12-11 22:04,573,18.0,5.9,20.6,34.3,5.1 (Fair)
Field-F,2025-12-12 06:11,900,22.9,5.5,21.7,51.4,8.5 (Good)
Field-D,2025-12-18 01:03,934,6.2,6.0,22.1,35.4,5.8 (Fair)
Field-E,2025-12-17 12:30,435,20.1,7.0,26.8,29.4,6.8 (Good)
Field-G,2025-11-22 00:02,580,14.6,6.9,25.5,46.6,6.2 (Fair)
Field-G,2025-12-05 11:52,801,20.0,7.0,18.8,30.0,8.1 (Good)
Field-A,2025-11-30 22:24,1111,25.6,4.9,22.4,35.6,9.9 (Excellent)
Field-C,2025-11-28 03:03,862,22.7,6.0,25.2,46.2,8.9 (Excellent)
Field-I,2025-11-24 00:15,942,18.3,4.8,22.6,37.7,8.0 (Good)
Field-F,2025-11-27 19:09,1137,24.9,4.9,26.9,43.5,9.9 (Excellent)
Field-E,2025-11-20 10:08,1090,5.6,7.1,25.9,37.3,7.4 (Good)
Field-I,2025-12-15 07:26,737,20.4,5.8,20.2,31.2,6.4 (Fair)
Field-C,2025-12-09 21:05,952,21.6,7.3,19.4,50.9,8.3 (Good)
Field-I,2025-11-28 10:18,706,5.8,4.9,22.5,47.8,3.6 (Poor)
Field-D,2025-12-03 13:06,1034,27.4,7.4,19.6,45.4,9.8 (Excellent)
Field-B,2025-11-24 11:12,537,5.9,5.5,22.0,49.3,2.4 (Very Poor)
Field-E,2025-12-01 17:13,1081,26.9,6.2,27.9,39.8,9.9 (Excellent)
Field-A,2025-12-08 17:21,610,27.6,6.1,23.8,52.0,8.4 (Good)
Field-I,2025-12-04 18:40,692,16.3,6.3,21.2,40.1,6.7 (Good)
Field-G,2025-11-25 10:38,1022,12.4,5.9,22.9,42.8,6.8 (Good)
Field-B,2025-11-27 04:20,695,13.2,5.4,21.3,37.2,5.3 (Fair)
Field-G,2025-12-07 13:23,725,13.7,5.9,27.1,32.8,5.4 (Fair)
Field-I,2025-12-03 08:19,1078,15.0,4.9,23.2,28.0,7.8 (Good)
Field-F,2025-12-12 20:22,506,22.2,5.5,19.0,29.6,5.8 (Fair)
Field-E,2025-11-29 16:19,536,17.6,5.5,20.8,29.7,5.3 (Fair)
Field-H,2025-12-14 10:01,594,18.8,6.6,20.4,41.0,7.0 (Good)
Field-J,2025-11-30 17:34,1129,14.3,5.0,20.3,40.7,7.8 (Good)
Field-J,2025-12-09 01:33,941,6.9,6.7,24.1,30.7,6.5 (Fair)
Field-C,2025-11-22 12:47,613,24.2,4.9,20.5,44.8,7.2 (Good)
Field-C,2025-11-28 07:01,438,14.5,5.0,20.5,47.2,3.7 (Poor)
Field-H,2025-12-06 20:31,979,3.4,6.3,23.6,36.3,5.6 (Fair)
Field-F,2025-12-20 01:13,778,24.4,6.7,27.0,30.6,9.3 (Excellent)
Field-D,2025-12-09 15:29,1041,25.8,7.6,21.0,28.9,9.9 (Excellent)
Field-G,2025-11-25 12:56,456,11.2,7.1,27.6,33.3,5.0 (Fair)
Field-D,2025-12-14 06:26,839,16.3,6.7,24.5,47.0,7.8 (Good)
Field-F,2025-12-10 09:36,888,24.0,4.9,19.7,44.1,8.3 (Good)
Field-J,2025-11-21 04:03,464,23.3,7.1,23.5,25.7,7.6 (Good)
Field-G,2025-12-07 17:49,830,15.0,5.2,21.2,33.7,6.7 (Good)
Field-B,2025-11-25 15:13,919,21.0,7.8,24.4,47.0,7.7 (Good)
Field-D,2025-12-03 01:37,505,15.7,6.8,21.5,32.8,6.3 (Fair)
Field-B,2025-11-25 03:39,1034,24.8,6.1,18.9,39.0,9.9 (Excellent)
Field-I,2025-11-25 20:51,681,22.4,5.2,20.0,43.5,6.8 (Good)
Field-J,2025-11-29 16:04,969,27.1,5.9,27.1,44.5,9.5 (Excellent)
Field-F,2025-12-12 21:12,528,20.2,7.1,23.8,29.2,6.5 (Fair)
Field-D,2025-11-26 20:02,1124,11.3,5.3,19.1,43.0,6.8 (Good)
Field-G,2025-12-04 13:36,747,5.3,5.4,27.4,47.7,3.7 (Poor)
Field-B,2025-11-25 00:19,718,22.7,7.6,20.4,44.3,7.1 (Good)
Field-A,2025-12-03 15:25,683,7.1,5.6,22.9,30.5,4.2 (Poor)
Field-H,2025-12-04 15:00,514,23.4,7.7,26.2,29.4,5.7 (Fair)
Field-H,2025-12-03 12:07,599,12.9,5.5,18.6,28.3,4.2 (Poor)
Field-G,2025-11-28 08:48,1057,17.5,5.1,19.2,26.0,7.6 (Good)
Field-I,2025-11-25 20:13,920,16.0,6.2,22.1,37.1,8.5 (Good)
Field-J,2025-11-21 00:52,1140,3.3,5.0,18.1,51.4,6.0 (Fair)
Field-J,2025-12-12 11:43,831,18.7,5.8,26.7,49.4,7.4 (Good)
Field-H,2025-12-15 06:13,879,16.4,5.3,22.7,38.1,6.4 (Fair)
Field-C,2025-11-23 23:40,908,5.2,6.4,19.3,44.8,5.7 (Fair)
Field-F,2025-12-02 09:18,395,16.2,5.0,27.9,40.4,3.7 (Poor)
Field-I,2025-12-02 05:52,491,22.0,6.6,27.8,32.5,6.9 (Good)
Field-H,2025-11-21 23:12,391,24.4,6.2,21.6,26.4,7.0 (Good)
Field-G,2025-12-15 01:36,1066,13.0,4.9,19.7,36.6,6.8 (Good)
Field-E,2025-11-25 14:01,1015,21.9,6.7,21.5,44.0,9.9 (Excellent)
Field-C,2025-12-16 19:08,863,4.8,7.0,22.4,27.8,5.4 (Fair)
Field-A,2025-12-11 01:10,888,15.6,7.0,18.5,28.3,8.0 (Good)
Field-D,2025-11-29 14:43,1002,25.9,7.3,23.2,34.8,9.5 (Excellent)
Field-F,2025-12-05 11:03,1067,27.0,5.1,24.5,37.1,9.5 (Excellent)
Field-I,2025-12-14 18:36,375,11.4,7.4,24.9,47.2,3.3 (Poor)
Field-C,2025-12-15 19:45,652,25.3,6.3,26.2,29.9,8.1 (Good)
Field-A,2025-11-28 09:54,633,7.2,5.8,19.6,29.8,3.9 (Poor)
Field-I,2025-12-06 21:29,494,7.6,4.9,22.5,27.5,3.4 (Poor)
Field-B,2025-12-14 04:58,788,24.3,6.6,20.4,44.7,8.8 (Excellent)
Field-H,2025-12-03 14:49,783,8.0,5.9,22.2,40.3,4.1 (Poor)
Field-J,2025-12-05 09:40,893,20.9,7.3,23.8,42.9,7.8 (Good)
Field-H,2025-12-19 05:07,1047,6.8,5.2,27.4,37.6,5.8 (Fair)
Field-D,2025-12-01 23:31,1106,26.2,4.9,21.0,27.8,9.6 (Excellent)
Field-E,2025-12-08 00:13,462,24.7,7.5,21.4,35.4,5.7 (Fair)
Field-E,2025-11-21 11:07,1121,10.9,5.2,18.1,27.9,6.9 (Good)
Field-A,2025-12-12 09:48,634,21.0,5.6,19.6,36.0,6.6 (Good)
Field-H,2025-12-04 03:36,614,6.7,6.1,18.6,36.3,5.0 (Fair)
Field-G,2025-12-15 00:20,433,21.1,5.1,22.9,48.0,5.5 (Fair)
Field-B,2025-11-21 18:27,591,25.9,6.1,20.0,38.8,8.6 (Excellent)
Field-F,2025-11-27 02:23,904,26.9,5.5,25.5,49.6,9.3 (Excellent)
Field-E,2025-12-03 05:21,916,5.2,5.2,27.4,27.8,5.2 (Fair)
Field-D,2025-11-23 11:20,988,23.8,5.0,21.8,47.5,8.8 (Excellent)
Field-H,2025-12-18 19:15,1024,7.4,6.1,25.2,42.9,6.7 (Good)
Field-C,2025-12-08 12:34,794,25.7,4.8,25.0,36.1,7.9 (Good)
Field-A,2025-12-13 04:11,854,3.7,6.2,24.8,29.0,5.8 (Fair)
Field-J,2025-11-28 02:41,754,5.3,5.1,19.0,25.7,4.2 (Poor)
Field-J,2025-12-06 14:35,622,26.1,4.9,19.1,47.1,7.3 (Good)
Field-D,2025-12-16 01:54,555,16.5,5.6,21.5,48.5,4.6 (Fair)
Field-I,2025-11-28 08:40,746,3.8,7.6,26.3,48.1,3.2 (Poor)
Field-E,2025-12-09 02:46,1062,6.6,7.6,24.4,35.0,5.5 (Fair)
Field-J,2025-12-03 09:23,1074,10.7,7.7,27.0,30.4,6.4 (Fair)
Field-F,2025-12-05 03:19,836,24.1,5.9,26.7,35.3,7.7 (Good)
Field-H,2025-12-08 01:45,691,13.0,6.0,25.7,43.9,6.5 (Fair)
Field-J,2025-12-04 04:56,471,13.9,6.8,20.0,51.3,4.8 (Fair)
Field-I,2025-12-06 05:39,638,10.9,6.9,19.3,45.3,5.5 (Fair)
Field-I,2025-11-25 19:48,760,18.5,7.0,25.7,25.1,7.9 (Good)
Field-B,2025-12-16 11:41,875,26.1,6.3,24.7,41.7,9.6 (Excellent)
Field-J,2025-12-06 05:01,1021,5.8,7.8,20.1,41.3,5.5 (Fair)
Field-B,2025-12-11 01:16,815,10.5,7.5,25.2,36.5,5.7 (Fair)
Field-E,2025-11-25 08:09,944,27.6,7.6,27.1,28.9,9.5 (Excellent)
Field-A,2025-12-13 00:40,827,20.6,6.7,25.2,46.3,8.2 (Good)
Field-E,2025-12-15 21:41,963,12.4,5.5,27.3,47.2,6.4 (Fair)
Field-D,2025-12-01 17:28,751,27.4,6.0,26.7,28.9,9.8 (Excellent)
Field-G,2025-12-14 01:37,521,20.6,7.2,21.0,47.5,6.8 (Good)
Field-E,2025-11-25 06:00,1119,10.3,6.9,25.1,45.5,8.4 (Good)
Field-J,2025-12-11 00:03,920,26.6,4.8,25.7,38.2,8.6 (Excellent)
Field-C,2025-12-14 05:37,418,19.0,7.6,21.8,36.8,5.1 (Fair)
Field-E,2025-11-25 03:18,1023,16.3,6.2,23.6,29.3,8.7 (Excellent)
Field-E,2025-11-25 04:28,1139,12.7,6.6,18.4,42.2,8.5 (Good)
Field-E,2025-12-07 01:25,842,14.4,5.9,20.5,43.0,6.2 (Fair)
Field-H,2025-11-29 16:48,785,27.6,7.7,24.9,32.9,8.6 (Excellent)
Field-F,2025-12-07 12:28,377,5.8,5.7,20.9,39.5,2.0 (Very Poor)
Field-E,2025-12-03 15:48,759,25.9,5.0,26.9,37.0,8.1 (Good)
Field-E,2025-12-11 21:32,1050,25.5,5.3,20.6,51.7,9.4 (Excellent)
Field-H,2025-12-11 13:33,735,9.7,7.3,23.4,38.3,4.2 (Poor)
Field-I,2025-12-19 16:27,957,27.7,4.8,18.1,45.4,9.0 (Excellent)
Field-G,2025-11-23 09:08,648,20.4,5.6,18.9,47.2,6.0 (Fair)
Field-D,2025-12-14 19:52,707,13.2,7.3,23.8,48.9,5.0 (Fair)
Field-B,2025-11-30 00:03,526,9.0,7.7,21.5,45.3,2.9 (Very Poor)
Field-A,2025-12-08 23:44,1074,16.2,7.8,27.2,32.1,7.5 (Good)
Field-C,2025-11-21 15:36,1099,20.8,5.9,19.1,49.1,8.4 (Good)
Field-F,2025-12-02 15:49,734,14.1,6.4,22.0,39.0,6.3 (Fair)
Field-C,2025-11-24 11:12,735,20.1,6.0,21.8,33.2,8.4 (Good)
Field-D,2025-11-30 12:27,1056,8.3,6.2,21.8,29.3,7.0 (Good)
Field-C,2025-11-27 11:48,915,23.5,7.0,25.6,42.6,9.2 (Excellent)
Field-G,2025-12-03 03:34,1111,23.6,6.1,26.7,38.0,9.9 (Excellent)
Field-H,2025-12-07 12:02,1143,21.9,5.8,27.0,25.7,9.1 (Excellent)
Field-E,2025-11-24 19:45,522,26.1,5.5,20.6,28.3,7.2 (Good)
Field-D,2025-12-10 11:32,838,12.5,7.5,21.6,51.2,6.1 (Fair)
Field-C,2025-12-02 17:15,736,5.7,6.2,27.5,34.4,4.6 (Fair)
Field-B,2025-12-01 08:48,1079,25.8,5.8,21.1,47.6,9.9 (Excellent)
Field-H,2025-11-22 05:44,527,4.1,5.7,24.9,25.8,2.7 (Very Poor)
Field-G,2025-12-13 12:56,945,7.9,7.4,25.8,48.7,5.2 (Fair)
Field-B,2025-12-20 00:52,508,11.9,5.8,21.9,38.5,3.7 (Poor)
Field-A,2025-12-07 14:37,948,11.2,6.1,27.9,32.6,7.0 (Good)
Field-I,2025-11-23 15:47,382,7.8,6.2,18.9,40.3,3.1 (Poor)
Field-A,2025-12-12 16:41,606,24.0,5.5,23.6,34.8,7.0 (Good)
Field-J,2025-12-03 16:31,358,25.8,5.4,23.7,47.4,6.3 (Fair)
Field-D,2025-12-18 01:53,791,13.9,7.7,21.8,49.2,6.0 (Fair)
Field-H,2025-11-24 01:46,613,18.4,7.6,22.3,49.4,5.9 (Fair)
Field-A,2025-11-28 13:56,614,13.6,6.0,25.5,51.8,5.6 (Fair)
Field-E,2025-12-01 16:28,1031,9.3,7.8,24.9,27.1,6.6 (Good)
Field-E,2025-11-24 14:39,803,15.0,4.9,24.1,32.2,6.0 (Fair)
Field-H,2025-11-23 17:00,770,19.3,5.8,20.6,46.9,7.1 (Good)
Field-J,2025-11-23 06:52,1101,21.3,6.9,21.8,30.5,9.9 (Excellent)
Field-E,2025-12-19 22:08,1003,15.6,6.8,25.0,27.6,8.4 (Good)
Field-G,2025-11-29 15:14,952,16.6,5.1,18.7,26.4,6.9 (Good)
Field-F,2025-11-23 19:57,640,4.8,5.3,19.4,42.4,3.0 (Very Poor)
Field-F,2025-11-25 23:14,390,23.6,5.6,18.4,39.5,5.9 (Fair)
Field-F,2025-11-22 07:38,645,16.2,7.1,23.6,38.4,6.9 (Good)
Field-H,2025-12-09 03:17,1141,11.4,5.5,20.0,45.9,6.7 (Good)
Field-C,2025-12-05 12:13,425,17.2,4.8,20.5,47.6,4.1 (Poor)
Field-F,2025-12-03 13:56,776,3.2,7.5,25.3,29.9,3.2 (Poor)
Field-D,2025-12-14 11:28,1102,14.6,5.4,20.1,50.8,7.5 (Good)
Field-G,2025-11-20 09:37,679,13.1,6.9,24.1,37.4,6.0 (Fair)
Field-F,2025-12-13 22:37,1016,16.9,5.4,23.3,31.1,7.7 (Good)
Field-C,2025-12-10 06:52,935,7.5,6.9,24.3,49.2,6.5 (Fair)
Field-G,2025-11-26 04:06,623,25.3,6.1,18.2,26.8,8.7 (Excellent)
Field-A,2025-12-08 11:17,1115,7.6,6.8,20.8,34.6,7.7 (Good)
Field-A,2025-11-26 02:01,1145,2.1,6.5,18.7,27.1,7.0 (Good)
Field-F,2025-11-24 11:09,489,27.5,6.4,24.4,44.4,7.8 (Good)
Field-I,2025-11-20 19:53,490,15.6,5.5,22.7,31.5,5.0 (Fair)
Field-H,2025-12-01 03:55,503,15.8,6.4,18.2,48.2,6.0 (Fair)
Field-C,2025-12-09 19:47,724,4.6,6.9,18.6,47.4,4.7 (Fair)
Field-B,2025-12-13 20:10,742,16.0,6.1,20.7,49.4,7.0 (Good)
Field-I,2025-12-12 11:13,903,21.6,6.8,23.0,30.9,9.0 (Excellent)
Field-E,2025-11-23 04:47,604,18.8,7.7,24.6,31.9,5.5 (Fair)
Field-G,2025-12-11 12:33,724,23.5,7.7,24.8,50.9,7.4 (Good)
Field-G,2025-12-09 22:39,939,11.1,7.3,24.8,42.8,5.8 (Fair)
Field-J,2025-11-28 07:51,726,4.7,5.1,23.2,28.8,4.0 (Poor)
Field-J,2025-11-28 15:14,394,11.6,5.5,24.6,38.1,3.3 (Poor)
Field-I,2025-12-12 03:53,1135,5.5,5.5,25.0,25.8,6.0 (Fair)
Field-D,2025-12-10 08:19,976,12.5,6.2,23.9,40.8,7.7 (Good)
Field-H,2025-11-29 07:54,1028,15.6,5.8,27.5,38.0,7.7 (Good)
Field-E,2025-12-19 07:02,599,11.8,5.3,25.3,32.7,4.7 (Fair)
Field-D,2025-11-24 12:33,808,9.4,6.2,23.9,28.8,5.8 (Fair)
Field-D,2025-12-13 06:12,696,4.3,7.7,19.0,40.6,3.3 (Poor)
Field-G,2025-12-11 04:01,1103,25.1,6.9,22.2,44.8,9.9 (Excellent)
Field-F,2025-11-20 13:27,364,9.4,5.5,26.5,34.3,2.3 (Very Poor)
Field-B,2025-11-22 23:21,381,19.7,6.2,22.6,43.3,6.5 (Fair)
Field-B,2025-11-22 17:56,902,26.3,5.1,18.9,30.7,9.2 (Excellent)
Field-D,2025-12-04 07:28,976,19.4,4.8,18.6,51.6,8.0 (Good)
Field-J,2025-12-09 20:07,1044,18.7,7.7,21.4,33.3,7.9 (Good)
Field-G,2025-11-25 20:17,740,7.1,6.0,24.5,36.5,5.7 (Fair)
Field-H,2025-11-27 08:13,569,18.1,7.6,19.9,26.0,5.0 (Fair)
Field-G,2025-12-09 05:35,702,13.1,6.5,24.4,32.1,5.9 (Fair)
Field-J,2025-12-07 23:40,1073,17.4,5.1,21.5,44.4,8.4 (Good)
Field-G,2025-12-11 21:11,982,23.6,6.3,26.4,37.9,9.6 (Excellent)
Field-I,2025-12-06 10:55,387,18.8,7.2,27.9,50.8,5.7 (Fair)
Field-D,2025-12-03 17:21,781,10.9,5.8,18.6,30.4,5.2 (Fair)
Field-E,2025-12-09 18:43,649,8.4,6.8,21.6,51.5,5.0 (Fair)
Field-B,2025-12-06 18:19,777,20.6,4.8,24.0,47.8,6.7 (Good)
Field-D,2025-11-23 19:50,588,26.2,6.1,18.2,38.1,7.9 (Good)
Field-F,2025-12-14 06:41,878,9.1,5.2,26.3,51.3,4.9 (Fair)
Field-D,2025-12-05 04:36,1027,3.6,7.7,23.2,44.2,5.2 (Fair)
Field-G,2025-12-08 14:30,1026,14.4,6.7,18.2,34.4,8.1 (Good)
Field-E,2025-12-06 06:48,357,7.2,6.4,19.4,42.2,2.9 (Very Poor)
Field-C,2025-11-26 18:35,462,27.9,5.6,27.7,32.5,6.9 (Good)
Field-I,2025-11-23 08:54,1127,2.2,5.9,25.9,46.3,5.5 (Fair)
Field-J,2025-12-05 03:34,416,4.5,5.2,20.9,29.2,2.1 (Very Poor)
Field-I,2025-11-24 12:11,887,25.5,6.3,24.8,44.2,9.9 (Excellent)
Field-H,2025-12-08 03:54,420,3.4,6.9,20.4,37.9,3.4 (Poor)
Field-G,2025-12-07 10:38,773,23.0,5.6,19.6,35.0,8.0 (Good)
Field-B,2025-11-30 00:05,981,14.6,6.4,26.3,47.9,8.1 (Good)
Field-F,2025-12-02 23:51,1038,14.7,5.3,20.8,27.8,7.3 (Good)
Field-A,2025-12-09 04:25,773,27.8,4.9,23.5,29.6,8.9 (Excellent)
Field-H,2025-12-10 19:24,481,25.6,7.8,18.8,33.7,6.1 (Fair)
Field-H,2025-12-15 07:20,569,17.1,5.2,21.6,30.2,4.8 (Fair)
Field-A,2025-12-14 14:42,1106,18.8,6.8,18.1,42.6,9.6 (Excellent)
Field-I,2025-11-28 07:27,1030,5.9,7.2,18.0,52.0,6.7 (Good)
Field-A,2025-12-07 13:43,398,6.2,5.9,28.0,50.4,2.4 (Very Poor)
Field-D,2025-12-18 19:04,910,2.4,5.8,19.1,26.7,4.0 (Poor)
Field-A,2025-12-14 00:35,556,4.9,4.9,27.9,27.4,2.5 (Very Poor)
Field-A,2025-12-20 00:21,762,17.6,5.6,27.8,41.6,6.6 (Good)
Field-F,2025-12-05 18:24,389,15.1,5.6,21.6,27.5,3.9 (Poor)
Field-J,2025-12-11 08:25,389,11.8,7.6,26.3,37.8,2.9 (Very Poor)
Field-F,2025-12-11 06:57,858,12.3,6.1,24.7,38.1,6.6 (Good)
Field-C,2025-11-28 23:02,380,21.2,6.1,18.5,42.9,6.7 (Good)
Field-E,2025-12-18 02:28,1132,16.2,6.5,25.1,27.3,9.3 (Excellent)
Field-H,2025-11-30 05:33,779,25.9,5.8,22.0,46.4,7.8 (Good)
Field-D,2025-11-28 09:55,790,2.9,6.5,20.9,45.2,4.7 (Fair)
Field-A,2025-12-03 21:04,406,9.8,6.7,20.6,38.2,4.1 (Poor)
Field-J,2025-12-17 08:27,555,12.0,5.0,24.6,34.2,4.1 (Poor)
Field-A,2025-12-12 09:40,711,17.6,7.7,25.9,29.4,6.2 (Fair)
Field-I,2025-11-22 11:20,1149,16.2,5.7,27.9,31.2,7.9 (Good)
Field-C,2025-11-24 06:19,834,17.1,6.6,20.9,32.4,7.6 (Good)
Field-C,2025-12-04 22:12,818,11.1,6.7,25.7,49.9,6.3 (Fair)
Field-G,2025-11-23 04:18,1065,10.9,7.3,24.8,29.3,6.4 (Fair)
Field-H,2025-12-14 20:56,804,2.0,7.5,25.5,43.0,3.7 (Poor)
Field-C,2025-11-20 08:26,827,26.4,7.7,19.6,47.7,8.5 (Good)
Field-H,2025-12-16 14:31,438,6.9,6.7,19.4,34.8,3.5 (Poor)
Field-F,2025-12-04 06:30,370,11.5,7.7,27.0,35.5,2.6 (Very Poor)
Field-G,2025-11-24 19:40,847,25.4,7.8,22.0,51.9,8.1 (Good)
Field-A,2025-12-04 12:43,907,20.5,6.5,25.3,39.2,8.7 (Excellent)
Field-B,2025-12-17 20:45,357,21.7,6.5,27.8,37.6,6.2 (Fair)
Field-B,2025-12-02 16:03,861,22.3,5.5,22.4,28.0,7.6 (Good)
Field-H,2025-12-12 21:44,481,14.9,7.2,21.8,49.2,5.2 (Fair)
Field-I,2025-12-14 06:18,420,19.3,7.0,18.5,26.8,6.5 (Fair)
Field-B,2025-12-08 20:00,442,9.0,4.9,27.8,27.5,3.2 (Poor)
Field-A,2025-11-24 02:12,803,5.8,7.5,18.5,40.0,4.6 (Fair)
Field-I,2025-12-18 14:40,893,20.2,7.7,21.2,42.0,7.6 (Good)
Field-B,2025-11-24 11:03,388,24.8,6.0,19.0,51.0,7.0 (Good)
Field-G,2025-12-10 12:53,575,6.0,7.3,24.1,29.2,2.7 (Very Poor)
Field-D,2025-12-20 05:48,842,22.6,5.1,18.7,45.9,8.2 (Good)
Field-D,2025-11-25 12:39,1095,3.8,6.4,25.5,28.7,6.8 (Good)
Field-H,2025-12-03 12:58,708,24.5,6.2,20.7,27.7,8.9 (Excellent)
Field-E,2025-12-16 08:42,637,12.3,7.1,20.4,51.7,5.5 (Fair)
Field-F,2025-11-24 12:30,943,6.0,5.3,23.1,41.2,5.1 (Fair)
Field-J,2025-12-02 19:32,544,10.5,6.7,26.7,25.1,5.1 (Fair)
Field-E,2025-11-27 10:59,621,16.2,5.1,18.7,47.0,5.4 (Fair)
Field-F,2025-12-14 10:50,584,15.0,7.2,26.0,46.4,5.6 (Fair)
Field-G,2025-11-26 15:16,478,11.3,7.1,21.7,43.8,4.8 (Fair)
Field-G,2025-12-14 15:11,412,6.2,5.4,23.5,49.7,2.6 (Very Poor)
